Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2707
Anjou,822
Baie-D'Urfé,32
Beaconsfield,71
Côte-des-Neiges–Notre-Dame-de-Grâce,2637
Côte-Saint-Luc,625
Dollard-des-Ormeaux,523
Dorval,209
Hampstead,75
Kirkland,149
Lachine,741
LaSalle,1390
L'Île-Bizard–Sainte-Geneviève,236
Mercier–Hochelaga-Maisonneuve,2700
Montréal-Est,51
Montréal-Nord,2892
Montréal-Ouest,35
Mont-Royal,308
Outremont,423
Pierrefonds–Roxboro,638
Plateau-Mont-Royal,1326
Pointe-Claire,250
Rivière-des-Prairies–Pointe-aux-Trembles,2443
Rosemont–La Petite Patrie,1970
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1339
Saint-Léonard,1388
Senneville,<5
Sud-Ouest,1172
Verdun,1088
Ville-Marie,1305
Villeray–Saint-Michel–Parc-Extension,2647
Westmount,228
Territoire à confirmer,742
Total à Montréal,33184
