Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,6871
Anjou,2209
Baie-D'Urfé,63
Beaconsfield,289
Côte-des-Neiges–Notre-Dame-de-Grâce,7659
Côte-Saint-Luc,1834
Dollard-des-Ormeaux,1733
Dorval,544
Hampstead,262
Kirkland,459
Lachine,2017
LaSalle,3760
L'Île-Bizard–Sainte-Geneviève,728
Mercier–Hochelaga-Maisonneuve,5954
Montréal-Est,189
Montréal-Nord,6498
Montréal-Ouest,112
Mont-Royal,803
Outremont,922
Pierrefonds–Roxboro,2580
Plateau-Mont-Royal,3091
Pointe-Claire,738
Rivière-des-Prairies–Pointe-aux-Trembles,6109
Rosemont–La Petite Patrie,5031
Sainte-Anne-de-Bellevue,93
Saint-Laurent,4689
Saint-Léonard,4961
Senneville,20
Sud-Ouest,2748
Verdun,2151
Ville-Marie,3324
Villeray–Saint-Michel–Parc-Extension,7190
Westmount,520
Territoire à confirmer,1467
Total à Montréal,87618
