Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2468
Anjou,732
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2348
Côte-Saint-Luc,543
Dollard-des-Ormeaux,447
Dorval,205
Hampstead,59
Kirkland,124
Lachine,698
LaSalle,1286
L'Île-Bizard–Sainte-Geneviève,224
Mercier–Hochelaga-Maisonneuve,2464
Montréal-Est,48
Montréal-Nord,2648
Montréal-Ouest,29
Mont-Royal,283
Outremont,279
Pierrefonds–Roxboro,581
Plateau-Mont-Royal,1066
Pointe-Claire,241
Rivière-des-Prairies–Pointe-aux-Trembles,2235
Rosemont–La Petite Patrie,1751
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1153
Saint-Léonard,1180
Senneville,<5
Sud-Ouest,1026
Verdun,1020
Ville-Marie,1046
Villeray–Saint-Michel–Parc-Extension,2342
Westmount,196
Territoire à confirmer,638
Total à Montréal,29473
