Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,5830
Anjou,1876
Baie-D'Urfé,58
Beaconsfield,251
Côte-des-Neiges–Notre-Dame-de-Grâce,6606
Côte-Saint-Luc,1638
Dollard-des-Ormeaux,1470
Dorval,500
Hampstead,216
Kirkland,408
Lachine,1664
LaSalle,3199
L'Île-Bizard–Sainte-Geneviève,619
Mercier–Hochelaga-Maisonneuve,5173
Montréal-Est,146
Montréal-Nord,5717
Montréal-Ouest,87
Mont-Royal,727
Outremont,861
Pierrefonds–Roxboro,2214
Plateau-Mont-Royal,2689
Pointe-Claire,658
Rivière-des-Prairies–Pointe-aux-Trembles,5232
Rosemont–La Petite Patrie,4439
Sainte-Anne-de-Bellevue,83
Saint-Laurent,4041
Saint-Léonard,4155
Senneville,19
Sud-Ouest,2403
Verdun,1931
Ville-Marie,2883
Villeray–Saint-Michel–Parc-Extension,6276
Westmount,475
Territoire à confirmer,1436
Total à Montréal,75980
