Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8474
Anjou,2837
Baie-D'Urfé,67
Beaconsfield,363
Côte-des-Neiges–Notre-Dame-de-Grâce,9411
Côte-Saint-Luc,2200
Dollard-des-Ormeaux,2144
Dorval,650
Hampstead,315
Kirkland,530
Lachine,2472
LaSalle,4460
L'Île-Bizard–Sainte-Geneviève,853
Mercier–Hochelaga-Maisonneuve,7210
Montréal-Est,220
Montréal-Nord,7823
Montréal-Ouest,123
Mont-Royal,929
Outremont,1072
Pierrefonds–Roxboro,3225
Plateau-Mont-Royal,3712
Pointe-Claire,845
Rivière-des-Prairies–Pointe-aux-Trembles,7587
Rosemont–La Petite Patrie,5898
Sainte-Anne-de-Bellevue,114
Saint-Laurent,6192
Saint-Léonard,6447
Senneville,22
Sud-Ouest,3158
Verdun,2566
Ville-Marie,3909
Villeray–Saint-Michel–Parc-Extension,8967
Westmount,608
Territoire à confirmer,1683
Total à Montréal,107086
