Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2540
Anjou,749
Baie-D'Urfé,31
Beaconsfield,68
Côte-des-Neiges–Notre-Dame-de-Grâce,2423
Côte-Saint-Luc,562
Dollard-des-Ormeaux,478
Dorval,205
Hampstead,64
Kirkland,140
Lachine,714
LaSalle,1318
L'Île-Bizard–Sainte-Geneviève,225
Mercier–Hochelaga-Maisonneuve,2539
Montréal-Est,49
Montréal-Nord,2712
Montréal-Ouest,32
Mont-Royal,296
Outremont,304
Pierrefonds–Roxboro,594
Plateau-Mont-Royal,1124
Pointe-Claire,244
Rivière-des-Prairies–Pointe-aux-Trembles,2290
Rosemont–La Petite Patrie,1817
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1204
Saint-Léonard,1246
Senneville,<5
Sud-Ouest,1089
Verdun,1053
Ville-Marie,1147
Villeray–Saint-Michel–Parc-Extension,2422
Westmount,205
Territoire à confirmer,665
Total à Montréal,30571
