Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9496
Anjou,3251
Baie-D'Urfé,78
Beaconsfield,411
Côte-des-Neiges–Notre-Dame-de-Grâce,10843
Côte-Saint-Luc,2585
Dollard-des-Ormeaux,2470
Dorval,739
Hampstead,361
Kirkland,642
Lachine,2749
LaSalle,4961
L'Île-Bizard–Sainte-Geneviève,970
Mercier–Hochelaga-Maisonneuve,8048
Montréal-Est,254
Montréal-Nord,8410
Montréal-Ouest,161
Mont-Royal,1053
Outremont,1178
Pierrefonds–Roxboro,3731
Plateau-Mont-Royal,4136
Pointe-Claire,966
Rivière-des-Prairies–Pointe-aux-Trembles,8369
Rosemont–La Petite Patrie,6505
Sainte-Anne-de-Bellevue,127
Saint-Laurent,7243
Saint-Léonard,7174
Senneville,22
Sud-Ouest,3462
Verdun,2945
Ville-Marie,4292
Villeray–Saint-Michel–Parc-Extension,9972
Westmount,672
Territoire à confirmer,1800
Total à Montréal,120076
