Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7521
Anjou,2458
Baie-D'Urfé,67
Beaconsfield,323
Côte-des-Neiges–Notre-Dame-de-Grâce,8317
Côte-Saint-Luc,1906
Dollard-des-Ormeaux,1900
Dorval,584
Hampstead,292
Kirkland,479
Lachine,2167
LaSalle,3997
L'Île-Bizard–Sainte-Geneviève,790
Mercier–Hochelaga-Maisonneuve,6401
Montréal-Est,200
Montréal-Nord,7030
Montréal-Ouest,117
Mont-Royal,836
Outremont,969
Pierrefonds–Roxboro,2819
Plateau-Mont-Royal,3291
Pointe-Claire,770
Rivière-des-Prairies–Pointe-aux-Trembles,6660
Rosemont–La Petite Patrie,5352
Sainte-Anne-de-Bellevue,104
Saint-Laurent,5227
Saint-Léonard,5457
Senneville,21
Sud-Ouest,2926
Verdun,2294
Ville-Marie,3589
Villeray–Saint-Michel–Parc-Extension,7850
Westmount,575
Territoire à confirmer,1574
Total à Montréal,94863
