Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4619
Anjou,1435
Baie-D'Urfé,50
Beaconsfield,192
Côte-des-Neiges–Notre-Dame-de-Grâce,5267
Côte-Saint-Luc,1362
Dollard-des-Ormeaux,1111
Dorval,401
Hampstead,175
Kirkland,312
Lachine,1378
LaSalle,2582
L'Île-Bizard–Sainte-Geneviève,385
Mercier–Hochelaga-Maisonneuve,4243
Montréal-Est,101
Montréal-Nord,4619
Montréal-Ouest,67
Mont-Royal,628
Outremont,668
Pierrefonds–Roxboro,1601
Plateau-Mont-Royal,2113
Pointe-Claire,447
Rivière-des-Prairies–Pointe-aux-Trembles,4162
Rosemont–La Petite Patrie,3592
Sainte-Anne-de-Bellevue,68
Saint-Laurent,3074
Saint-Léonard,2973
Senneville,13
Sud-Ouest,1993
Verdun,1639
Ville-Marie,2307
Villeray–Saint-Michel–Parc-Extension,4936
Westmount,408
Territoire à confirmer,1179
Total à Montréal,60100
