Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10209
Anjou,3452
Baie-D'Urfé,91
Beaconsfield,452
Côte-des-Neiges–Notre-Dame-de-Grâce,11591
Côte-Saint-Luc,2742
Dollard-des-Ormeaux,2741
Dorval,786
Hampstead,382
Kirkland,732
Lachine,2901
LaSalle,5498
L'Île-Bizard–Sainte-Geneviève,1049
Mercier–Hochelaga-Maisonneuve,8558
Montréal-Est,268
Montréal-Nord,8854
Montréal-Ouest,177
Mont-Royal,1108
Outremont,1252
Pierrefonds–Roxboro,4130
Plateau-Mont-Royal,4567
Pointe-Claire,1062
Rivière-des-Prairies–Pointe-aux-Trembles,8788
Rosemont–La Petite Patrie,6913
Sainte-Anne-de-Bellevue,135
Saint-Laurent,8108
Saint-Léonard,7614
Senneville,23
Sud-Ouest,3782
Verdun,3075
Ville-Marie,4659
Villeray–Saint-Michel–Parc-Extension,10778
Westmount,716
Territoire à confirmer,1878
Total à Montréal,129071
