Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10418
Anjou,3515
Baie-D'Urfé,95
Beaconsfield,477
Côte-des-Neiges–Notre-Dame-de-Grâce,11838
Côte-Saint-Luc,2809
Dollard-des-Ormeaux,2806
Dorval,806
Hampstead,390
Kirkland,763
Lachine,2944
LaSalle,5640
L'Île-Bizard–Sainte-Geneviève,1063
Mercier–Hochelaga-Maisonneuve,8689
Montréal-Est,272
Montréal-Nord,9028
Montréal-Ouest,186
Mont-Royal,1116
Outremont,1264
Pierrefonds–Roxboro,4203
Plateau-Mont-Royal,4701
Pointe-Claire,1071
Rivière-des-Prairies–Pointe-aux-Trembles,8922
Rosemont–La Petite Patrie,7028
Sainte-Anne-de-Bellevue,140
Saint-Laurent,8299
Saint-Léonard,7734
Senneville,23
Sud-Ouest,3915
Verdun,3143
Ville-Marie,4846
Villeray–Saint-Michel–Parc-Extension,11118
Westmount,735
Territoire à confirmer,1916
Total à Montréal,131913
