Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,6404
Anjou,2061
Baie-D'Urfé,61
Beaconsfield,275
Côte-des-Neiges–Notre-Dame-de-Grâce,7191
Côte-Saint-Luc,1753
Dollard-des-Ormeaux,1616
Dorval,516
Hampstead,246
Kirkland,445
Lachine,1953
LaSalle,3506
L'Île-Bizard–Sainte-Geneviève,665
Mercier–Hochelaga-Maisonneuve,5610
Montréal-Est,167
Montréal-Nord,6112
Montréal-Ouest,101
Mont-Royal,772
Outremont,902
Pierrefonds–Roxboro,2432
Plateau-Mont-Royal,2930
Pointe-Claire,702
Rivière-des-Prairies–Pointe-aux-Trembles,5708
Rosemont–La Petite Patrie,4776
Sainte-Anne-de-Bellevue,92
Saint-Laurent,4412
Saint-Léonard,4593
Senneville,20
Sud-Ouest,2610
Verdun,2065
Ville-Marie,3094
Villeray–Saint-Michel–Parc-Extension,6795
Westmount,499
Territoire à confirmer,1399
Total à Montréal,82483
