Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1925
Anjou,569
Baie-D'Urfé,19
Beaconsfield,54
Côte-des-Neiges–Notre-Dame-de-Grâce,1862
Côte-Saint-Luc,469
Dollard-des-Ormeaux,344
Dorval,164
Hampstead,54
Kirkland,95
Lachine,505
LaSalle,1024
L'Île-Bizard–Sainte-Geneviève,179
Mercier–Hochelaga-Maisonneuve,1945
Montréal-Est,34
Montréal-Nord,2184
Montréal-Ouest,18
Mont-Royal,242
Outremont,238
Pierrefonds–Roxboro,474
Plateau-Mont-Royal,794
Pointe-Claire,185
Rivière-des-Prairies–Pointe-aux-Trembles,1859
Rosemont–La Petite Patrie,1318
Sainte-Anne-de-Bellevue,18
Saint-Laurent,897
Saint-Léonard,945
Senneville,<5
Sud-Ouest,802
Verdun,856
Ville-Marie,655
Villeray–Saint-Michel–Parc-Extension,1688
Westmount,163
Territoire à confirmer,834
Total à Montréal,23413
