Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2460
Anjou,729
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2336
Côte-Saint-Luc,541
Dollard-des-Ormeaux,440
Dorval,205
Hampstead,59
Kirkland,124
Lachine,693
LaSalle,1281
L'Île-Bizard–Sainte-Geneviève,223
Mercier–Hochelaga-Maisonneuve,2463
Montréal-Est,46
Montréal-Nord,2639
Montréal-Ouest,29
Mont-Royal,281
Outremont,280
Pierrefonds–Roxboro,579
Plateau-Mont-Royal,1058
Pointe-Claire,240
Rivière-des-Prairies–Pointe-aux-Trembles,2227
Rosemont–La Petite Patrie,1739
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1146
Saint-Léonard,1178
Senneville,<5
Sud-Ouest,1014
Verdun,1018
Ville-Marie,1042
Villeray–Saint-Michel–Parc-Extension,2339
Westmount,195
Territoire à confirmer,680
Total à Montréal,29397
