Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2227
Anjou,674
Baie-D'Urfé,29
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2132
Côte-Saint-Luc,504
Dollard-des-Ormeaux,408
Dorval,180
Hampstead,53
Kirkland,109
Lachine,591
LaSalle,1138
L'Île-Bizard–Sainte-Geneviève,202
Mercier–Hochelaga-Maisonneuve,2201
Montréal-Est,44
Montréal-Nord,2452
Montréal-Ouest,20
Mont-Royal,271
Outremont,257
Pierrefonds–Roxboro,526
Plateau-Mont-Royal,865
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2086
Rosemont–La Petite Patrie,1497
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1039
Saint-Léonard,1078
Senneville,<5
Sud-Ouest,885
Verdun,922
Ville-Marie,754
Villeray–Saint-Michel–Parc-Extension,2037
Westmount,180
Territoire à confirmer,627
Total à Montréal,26288
