Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7702
Anjou,2520
Baie-D'Urfé,67
Beaconsfield,332
Côte-des-Neiges–Notre-Dame-de-Grâce,8478
Côte-Saint-Luc,1929
Dollard-des-Ormeaux,1952
Dorval,591
Hampstead,295
Kirkland,493
Lachine,2220
LaSalle,4078
L'Île-Bizard–Sainte-Geneviève,799
Mercier–Hochelaga-Maisonneuve,6559
Montréal-Est,203
Montréal-Nord,7156
Montréal-Ouest,119
Mont-Royal,851
Outremont,979
Pierrefonds–Roxboro,2890
Plateau-Mont-Royal,3340
Pointe-Claire,786
Rivière-des-Prairies–Pointe-aux-Trembles,6822
Rosemont–La Petite Patrie,5460
Sainte-Anne-de-Bellevue,106
Saint-Laurent,5335
Saint-Léonard,5605
Senneville,21
Sud-Ouest,2975
Verdun,2351
Ville-Marie,3642
Villeray–Saint-Michel–Parc-Extension,8064
Westmount,583
Territoire à confirmer,1611
Total à Montréal,96914
