Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2477
Anjou,733
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2363
Côte-Saint-Luc,544
Dollard-des-Ormeaux,448
Dorval,205
Hampstead,59
Kirkland,133
Lachine,701
LaSalle,1295
L'Île-Bizard–Sainte-Geneviève,224
Mercier–Hochelaga-Maisonneuve,2477
Montréal-Est,48
Montréal-Nord,2650
Montréal-Ouest,29
Mont-Royal,289
Outremont,279
Pierrefonds–Roxboro,583
Plateau-Mont-Royal,1073
Pointe-Claire,242
Rivière-des-Prairies–Pointe-aux-Trembles,2241
Rosemont–La Petite Patrie,1760
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1157
Saint-Léonard,1184
Senneville,<5
Sud-Ouest,1041
Verdun,1024
Ville-Marie,1057
Villeray–Saint-Michel–Parc-Extension,2355
Westmount,197
Territoire à confirmer,641
Total à Montréal,29622
