Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9778
Anjou,3342
Baie-D'Urfé,82
Beaconsfield,431
Côte-des-Neiges–Notre-Dame-de-Grâce,11243
Côte-Saint-Luc,2643
Dollard-des-Ormeaux,2590
Dorval,774
Hampstead,368
Kirkland,671
Lachine,2835
LaSalle,5199
L'Île-Bizard–Sainte-Geneviève,1016
Mercier–Hochelaga-Maisonneuve,8332
Montréal-Est,262
Montréal-Nord,8564
Montréal-Ouest,166
Mont-Royal,1087
Outremont,1214
Pierrefonds–Roxboro,3920
Plateau-Mont-Royal,4339
Pointe-Claire,1000
Rivière-des-Prairies–Pointe-aux-Trembles,8575
Rosemont–La Petite Patrie,6720
Sainte-Anne-de-Bellevue,131
Saint-Laurent,7658
Saint-Léonard,7413
Senneville,22
Sud-Ouest,3595
Verdun,3008
Ville-Marie,4438
Villeray–Saint-Michel–Parc-Extension,10294
Westmount,692
Territoire à confirmer,1835
Total à Montréal,124237
