Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3146
Anjou,964
Baie-D'Urfé,36
Beaconsfield,99
Côte-des-Neiges–Notre-Dame-de-Grâce,3367
Côte-Saint-Luc,843
Dollard-des-Ormeaux,677
Dorval,300
Hampstead,117
Kirkland,189
Lachine,826
LaSalle,1624
L'Île-Bizard–Sainte-Geneviève,279
Mercier–Hochelaga-Maisonneuve,3184
Montréal-Est,60
Montréal-Nord,3369
Montréal-Ouest,41
Mont-Royal,447
Outremont,545
Pierrefonds–Roxboro,834
Plateau-Mont-Royal,1628
Pointe-Claire,275
Rivière-des-Prairies–Pointe-aux-Trembles,2858
Rosemont–La Petite Patrie,2386
Sainte-Anne-de-Bellevue,25
Saint-Laurent,1774
Saint-Léonard,1711
Senneville,<5
Sud-Ouest,1420
Verdun,1270
Ville-Marie,1703
Villeray–Saint-Michel–Parc-Extension,3268
Westmount,263
Territoire à confirmer,939
Total à Montréal,40470
