Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,106
Anjou,19
Baie-D'Urfé,<5
Beaconsfield,10
Côte-des-Neiges–Notre-Dame-de-Grâce,281
Côte-Saint-Luc,154
Dollard-des-Ormeaux,30
Dorval,17
Hampstead,23
Kirkland,8
Lachine,35
LaSalle,135
L'Île-Bizard–Sainte-Geneviève,9
Mercier–Hochelaga-Maisonneuve,98
Montréal-Est,<5
Montréal-Nord,55
Montréal-Ouest,<5
Mont-Royal,33
Outremont,95
Pierrefonds–Roxboro,39
Plateau-Mont-Royal,134
Pointe-Claire,15
Rivière-des-Prairies–Pointe-aux-Trembles,83
Rosemont–La Petite Patrie,141
Sainte-Anne-de-Bellevue,<5
Saint-Laurent,90
Saint-Léonard,40
Senneville,0
Sud-Ouest,95
Verdun,85
Ville-Marie,117
Villeray–Saint-Michel–Parc-Extension,103
Westmount,38
Territoire à confirmer,735
Total à Montréal,2837
