Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8253
Anjou,2745
Baie-D'Urfé,67
Beaconsfield,352
Côte-des-Neiges–Notre-Dame-de-Grâce,9062
Côte-Saint-Luc,2054
Dollard-des-Ormeaux,2079
Dorval,642
Hampstead,310
Kirkland,518
Lachine,2418
LaSalle,4331
L'Île-Bizard–Sainte-Geneviève,831
Mercier–Hochelaga-Maisonneuve,7046
Montréal-Est,218
Montréal-Nord,7617
Montréal-Ouest,121
Mont-Royal,915
Outremont,1028
Pierrefonds–Roxboro,3111
Plateau-Mont-Royal,3606
Pointe-Claire,811
Rivière-des-Prairies–Pointe-aux-Trembles,7368
Rosemont–La Petite Patrie,5754
Sainte-Anne-de-Bellevue,110
Saint-Laurent,5890
Saint-Léonard,6254
Senneville,21
Sud-Ouest,3109
Verdun,2503
Ville-Marie,3843
Villeray–Saint-Michel–Parc-Extension,8698
Westmount,601
Territoire à confirmer,1666
Total à Montréal,103952
