Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2351
Anjou,705
Baie-D'Urfé,31
Beaconsfield,61
Côte-des-Neiges–Notre-Dame-de-Grâce,2193
Côte-Saint-Luc,519
Dollard-des-Ormeaux,419
Dorval,192
Hampstead,53
Kirkland,117
Lachine,630
LaSalle,1204
L'Île-Bizard–Sainte-Geneviève,211
Mercier–Hochelaga-Maisonneuve,2295
Montréal-Est,44
Montréal-Nord,2564
Montréal-Ouest,20
Mont-Royal,282
Outremont,271
Pierrefonds–Roxboro,542
Plateau-Mont-Royal,895
Pointe-Claire,221
Rivière-des-Prairies–Pointe-aux-Trembles,2168
Rosemont–La Petite Patrie,1568
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1083
Saint-Léonard,1108
Senneville,<5
Sud-Ouest,909
Verdun,955
Ville-Marie,816
Villeray–Saint-Michel–Parc-Extension,2179
Westmount,185
Territoire à confirmer,627
Total à Montréal,27438
