Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2102
Anjou,621
Baie-D'Urfé,28
Beaconsfield,57
Côte-des-Neiges–Notre-Dame-de-Grâce,1992
Côte-Saint-Luc,488
Dollard-des-Ormeaux,393
Dorval,173
Hampstead,52
Kirkland,98
Lachine,542
LaSalle,1074
L'Île-Bizard–Sainte-Geneviève,186
Mercier–Hochelaga-Maisonneuve,2085
Montréal-Est,37
Montréal-Nord,2334
Montréal-Ouest,18
Mont-Royal,248
Outremont,247
Pierrefonds–Roxboro,502
Plateau-Mont-Royal,827
Pointe-Claire,207
Rivière-des-Prairies–Pointe-aux-Trembles,1978
Rosemont–La Petite Patrie,1429
Sainte-Anne-de-Bellevue,18
Saint-Laurent,976
Saint-Léonard,1018
Senneville,<5
Sud-Ouest,846
Verdun,885
Ville-Marie,710
Villeray–Saint-Michel–Parc-Extension,1852
Westmount,170
Territoire à confirmer,849
Total à Montréal,25043
