Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,594
Anjou,127
Baie-D'Urfé,5
Beaconsfield,15
Côte-des-Neiges–Notre-Dame-de-Grâce,799
Côte-Saint-Luc,292
Dollard-des-Ormeaux,92
Dorval,47
Hampstead,29
Kirkland,23
Lachine,104
LaSalle,379
L'Île-Bizard–Sainte-Geneviève,32
Mercier–Hochelaga-Maisonneuve,459
Montréal-Est,8
Montréal-Nord,527
Montréal-Ouest,6
Mont-Royal,60
Outremont,159
Pierrefonds–Roxboro,108
Plateau-Mont-Royal,348
Pointe-Claire,40
Rivière-des-Prairies–Pointe-aux-Trembles,413
Rosemont–La Petite Patrie,401
Sainte-Anne-de-Bellevue,5
Saint-Laurent,253
Saint-Léonard,273
Senneville,<5
Sud-Ouest,328
Verdun,332
Ville-Marie,252
Villeray–Saint-Michel–Parc-Extension,487
Westmount,67
Territoire à confirmer,986
Total à Montréal,8052
