Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,5949
Anjou,1943
Baie-D'Urfé,60
Beaconsfield,250
Côte-des-Neiges–Notre-Dame-de-Grâce,6792
Côte-Saint-Luc,1687
Dollard-des-Ormeaux,1502
Dorval,508
Hampstead,220
Kirkland,416
Lachine,1696
LaSalle,3304
L'Île-Bizard–Sainte-Geneviève,635
Mercier–Hochelaga-Maisonneuve,5307
Montréal-Est,153
Montréal-Nord,5794
Montréal-Ouest,92
Mont-Royal,749
Outremont,881
Pierrefonds–Roxboro,2277
Plateau-Mont-Royal,2737
Pointe-Claire,675
Rivière-des-Prairies–Pointe-aux-Trembles,5321
Rosemont–La Petite Patrie,4531
Sainte-Anne-de-Bellevue,87
Saint-Laurent,4127
Saint-Léonard,4263
Senneville,20
Sud-Ouest,2473
Verdun,1971
Ville-Marie,2937
Villeray–Saint-Michel–Parc-Extension,6386
Westmount,486
Territoire à confirmer,1468
Total à Montréal,77697
