Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3134
Anjou,939
Baie-D'Urfé,36
Beaconsfield,96
Côte-des-Neiges–Notre-Dame-de-Grâce,3281
Côte-Saint-Luc,818
Dollard-des-Ormeaux,651
Dorval,298
Hampstead,118
Kirkland,184
Lachine,813
LaSalle,1609
L'Île-Bizard–Sainte-Geneviève,276
Mercier–Hochelaga-Maisonneuve,3138
Montréal-Est,58
Montréal-Nord,3323
Montréal-Ouest,41
Mont-Royal,436
Outremont,541
Pierrefonds–Roxboro,806
Plateau-Mont-Royal,1618
Pointe-Claire,277
Rivière-des-Prairies–Pointe-aux-Trembles,2816
Rosemont–La Petite Patrie,2351
Sainte-Anne-de-Bellevue,26
Saint-Laurent,1718
Saint-Léonard,1646
Senneville,<5
Sud-Ouest,1401
Verdun,1249
Ville-Marie,1670
Villeray–Saint-Michel–Parc-Extension,3179
Westmount,258
Territoire à confirmer,904
Total à Montréal,39712
