Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2368
Anjou,710
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2216
Côte-Saint-Luc,521
Dollard-des-Ormeaux,421
Dorval,193
Hampstead,55
Kirkland,119
Lachine,642
LaSalle,1228
L'Île-Bizard–Sainte-Geneviève,211
Mercier–Hochelaga-Maisonneuve,2338
Montréal-Est,44
Montréal-Nord,2577
Montréal-Ouest,20
Mont-Royal,284
Outremont,272
Pierrefonds–Roxboro,548
Plateau-Mont-Royal,930
Pointe-Claire,223
Rivière-des-Prairies–Pointe-aux-Trembles,2181
Rosemont–La Petite Patrie,1622
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1093
Saint-Léonard,1126
Senneville,<5
Sud-Ouest,929
Verdun,969
Ville-Marie,882
Villeray–Saint-Michel–Parc-Extension,2207
Westmount,190
Territoire à confirmer,631
Total à Montréal,27863
