Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9580
Anjou,3274
Baie-D'Urfé,80
Beaconsfield,416
Côte-des-Neiges–Notre-Dame-de-Grâce,10972
Côte-Saint-Luc,2596
Dollard-des-Ormeaux,2500
Dorval,747
Hampstead,365
Kirkland,650
Lachine,2788
LaSalle,5004
L'Île-Bizard–Sainte-Geneviève,979
Mercier–Hochelaga-Maisonneuve,8103
Montréal-Est,256
Montréal-Nord,8437
Montréal-Ouest,163
Mont-Royal,1060
Outremont,1191
Pierrefonds–Roxboro,3782
Plateau-Mont-Royal,4167
Pointe-Claire,974
Rivière-des-Prairies–Pointe-aux-Trembles,8408
Rosemont–La Petite Patrie,6550
Sainte-Anne-de-Bellevue,129
Saint-Laurent,7346
Saint-Léonard,7218
Senneville,22
Sud-Ouest,3500
Verdun,2963
Ville-Marie,4329
Villeray–Saint-Michel–Parc-Extension,10049
Westmount,675
Territoire à confirmer,1806
Total à Montréal,121079
