Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10320
Anjou,3487
Baie-D'Urfé,95
Beaconsfield,462
Côte-des-Neiges–Notre-Dame-de-Grâce,11733
Côte-Saint-Luc,2782
Dollard-des-Ormeaux,2776
Dorval,799
Hampstead,386
Kirkland,748
Lachine,2919
LaSalle,5574
L'Île-Bizard–Sainte-Geneviève,1057
Mercier–Hochelaga-Maisonneuve,8617
Montréal-Est,268
Montréal-Nord,8920
Montréal-Ouest,185
Mont-Royal,1108
Outremont,1261
Pierrefonds–Roxboro,4178
Plateau-Mont-Royal,4634
Pointe-Claire,1072
Rivière-des-Prairies–Pointe-aux-Trembles,8856
Rosemont–La Petite Patrie,6976
Sainte-Anne-de-Bellevue,137
Saint-Laurent,8214
Saint-Léonard,7669
Senneville,23
Sud-Ouest,3859
Verdun,3105
Ville-Marie,4786
Villeray–Saint-Michel–Parc-Extension,10939
Westmount,725
Territoire à confirmer,1892
Total à Montréal,130562
