Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10366
Anjou,3497
Baie-D'Urfé,95
Beaconsfield,472
Côte-des-Neiges–Notre-Dame-de-Grâce,11800
Côte-Saint-Luc,2802
Dollard-des-Ormeaux,2791
Dorval,800
Hampstead,386
Kirkland,759
Lachine,2936
LaSalle,5618
L'Île-Bizard–Sainte-Geneviève,1061
Mercier–Hochelaga-Maisonneuve,8660
Montréal-Est,270
Montréal-Nord,8980
Montréal-Ouest,185
Mont-Royal,1112
Outremont,1261
Pierrefonds–Roxboro,4194
Plateau-Mont-Royal,4670
Pointe-Claire,1068
Rivière-des-Prairies–Pointe-aux-Trembles,8884
Rosemont–La Petite Patrie,7003
Sainte-Anne-de-Bellevue,138
Saint-Laurent,8271
Saint-Léonard,7710
Senneville,23
Sud-Ouest,3899
Verdun,3124
Ville-Marie,4815
Villeray–Saint-Michel–Parc-Extension,11028
Westmount,730
Territoire à confirmer,1899
Total à Montréal,131307
