Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4488
Anjou,1377
Baie-D'Urfé,49
Beaconsfield,181
Côte-des-Neiges–Notre-Dame-de-Grâce,5101
Côte-Saint-Luc,1327
Dollard-des-Ormeaux,1080
Dorval,383
Hampstead,169
Kirkland,304
Lachine,1335
LaSalle,2534
L'Île-Bizard–Sainte-Geneviève,372
Mercier–Hochelaga-Maisonneuve,4162
Montréal-Est,96
Montréal-Nord,4508
Montréal-Ouest,68
Mont-Royal,621
Outremont,658
Pierrefonds–Roxboro,1508
Plateau-Mont-Royal,2051
Pointe-Claire,432
Rivière-des-Prairies–Pointe-aux-Trembles,4018
Rosemont–La Petite Patrie,3503
Sainte-Anne-de-Bellevue,66
Saint-Laurent,2963
Saint-Léonard,2862
Senneville,13
Sud-Ouest,1942
Verdun,1609
Ville-Marie,2256
Villeray–Saint-Michel–Parc-Extension,4781
Westmount,401
Territoire à confirmer,1155
Total à Montréal,58373
