Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7171
Anjou,2338
Baie-D'Urfé,66
Beaconsfield,307
Côte-des-Neiges–Notre-Dame-de-Grâce,7996
Côte-Saint-Luc,1867
Dollard-des-Ormeaux,1829
Dorval,572
Hampstead,281
Kirkland,474
Lachine,2093
LaSalle,3893
L'Île-Bizard–Sainte-Geneviève,777
Mercier–Hochelaga-Maisonneuve,6172
Montréal-Est,194
Montréal-Nord,6776
Montréal-Ouest,117
Mont-Royal,817
Outremont,945
Pierrefonds–Roxboro,2711
Plateau-Mont-Royal,3215
Pointe-Claire,761
Rivière-des-Prairies–Pointe-aux-Trembles,6349
Rosemont–La Petite Patrie,5207
Sainte-Anne-de-Bellevue,98
Saint-Laurent,4895
Saint-Léonard,5219
Senneville,21
Sud-Ouest,2856
Verdun,2245
Ville-Marie,3485
Villeray–Saint-Michel–Parc-Extension,7548
Westmount,542
Territoire à confirmer,1497
Total à Montréal,91334
