Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2723
Anjou,832
Baie-D'Urfé,32
Beaconsfield,71
Côte-des-Neiges–Notre-Dame-de-Grâce,2645
Côte-Saint-Luc,626
Dollard-des-Ormeaux,525
Dorval,213
Hampstead,76
Kirkland,149
Lachine,741
LaSalle,1394
L'Île-Bizard–Sainte-Geneviève,237
Mercier–Hochelaga-Maisonneuve,2731
Montréal-Est,51
Montréal-Nord,2916
Montréal-Ouest,36
Mont-Royal,309
Outremont,426
Pierrefonds–Roxboro,646
Plateau-Mont-Royal,1340
Pointe-Claire,250
Rivière-des-Prairies–Pointe-aux-Trembles,2452
Rosemont–La Petite Patrie,1983
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1352
Saint-Léonard,1406
Senneville,<5
Sud-Ouest,1182
Verdun,1094
Ville-Marie,1321
Villeray–Saint-Michel–Parc-Extension,2655
Westmount,230
Territoire à confirmer,752
Total à Montréal,33418
