Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,753
Anjou,154
Baie-D'Urfé,5
Beaconsfield,16
Côte-des-Neiges–Notre-Dame-de-Grâce,907
Côte-Saint-Luc,316
Dollard-des-Ormeaux,103
Dorval,55
Hampstead,32
Kirkland,25
Lachine,114
LaSalle,399
L'Île-Bizard–Sainte-Geneviève,38
Mercier–Hochelaga-Maisonneuve,542
Montréal-Est,11
Montréal-Nord,722
Montréal-Ouest,7
Mont-Royal,67
Outremont,165
Pierrefonds–Roxboro,117
Plateau-Mont-Royal,380
Pointe-Claire,46
Rivière-des-Prairies–Pointe-aux-Trembles,529
Rosemont–La Petite Patrie,467
Sainte-Anne-de-Bellevue,7
Saint-Laurent,302
Saint-Léonard,353
Senneville,<5
Sud-Ouest,381
Verdun,417
Ville-Marie,274
Villeray–Saint-Michel–Parc-Extension,602
Westmount,72
Territoire à confirmer,968
Total à Montréal,9348
