Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1536
Anjou,423
Baie-D'Urfé,11
Beaconsfield,45
Côte-des-Neiges–Notre-Dame-de-Grâce,1530
Côte-Saint-Luc,397
Dollard-des-Ormeaux,280
Dorval,145
Hampstead,46
Kirkland,81
Lachine,399
LaSalle,914
L'Île-Bizard–Sainte-Geneviève,132
Mercier–Hochelaga-Maisonneuve,1432
Montréal-Est,26
Montréal-Nord,1729
Montréal-Ouest,15
Mont-Royal,215
Outremont,220
Pierrefonds–Roxboro,352
Plateau-Mont-Royal,672
Pointe-Claire,140
Rivière-des-Prairies–Pointe-aux-Trembles,1407
Rosemont–La Petite Patrie,1049
Sainte-Anne-de-Bellevue,15
Saint-Laurent,662
Saint-Léonard,736
Senneville,<5
Sud-Ouest,712
Verdun,759
Ville-Marie,508
Villeray–Saint-Michel–Parc-Extension,1333
Westmount,145
Territoire à confirmer,788
Total à Montréal,18855
