Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3282
Anjou,1029
Baie-D'Urfé,37
Beaconsfield,114
Côte-des-Neiges–Notre-Dame-de-Grâce,3677
Côte-Saint-Luc,960
Dollard-des-Ormeaux,741
Dorval,313
Hampstead,120
Kirkland,206
Lachine,902
LaSalle,1756
L'Île-Bizard–Sainte-Geneviève,285
Mercier–Hochelaga-Maisonneuve,3329
Montréal-Est,66
Montréal-Nord,3501
Montréal-Ouest,45
Mont-Royal,470
Outremont,564
Pierrefonds–Roxboro,945
Plateau-Mont-Royal,1677
Pointe-Claire,294
Rivière-des-Prairies–Pointe-aux-Trembles,2977
Rosemont–La Petite Patrie,2569
Sainte-Anne-de-Bellevue,24
Saint-Laurent,1952
Saint-Léonard,1842
Senneville,7
Sud-Ouest,1495
Verdun,1318
Ville-Marie,1827
Villeray–Saint-Michel–Parc-Extension,3528
Westmount,275
Territoire à confirmer,957
Total à Montréal,43084
