Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10381
Anjou,3499
Baie-D'Urfé,95
Beaconsfield,475
Côte-des-Neiges–Notre-Dame-de-Grâce,11813
Côte-Saint-Luc,2807
Dollard-des-Ormeaux,2795
Dorval,801
Hampstead,386
Kirkland,761
Lachine,2938
LaSalle,5619
L'Île-Bizard–Sainte-Geneviève,1062
Mercier–Hochelaga-Maisonneuve,8667
Montréal-Est,271
Montréal-Nord,9000
Montréal-Ouest,185
Mont-Royal,1114
Outremont,1262
Pierrefonds–Roxboro,4199
Plateau-Mont-Royal,4680
Pointe-Claire,1068
Rivière-des-Prairies–Pointe-aux-Trembles,8897
Rosemont–La Petite Patrie,7011
Sainte-Anne-de-Bellevue,138
Saint-Laurent,8282
Saint-Léonard,7716
Senneville,23
Sud-Ouest,3902
Verdun,3132
Ville-Marie,4825
Villeray–Saint-Michel–Parc-Extension,11056
Westmount,731
Territoire à confirmer,1905
Total à Montréal,131496
