Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10416
Anjou,3511
Baie-D'Urfé,95
Beaconsfield,477
Côte-des-Neiges–Notre-Dame-de-Grâce,11837
Côte-Saint-Luc,2809
Dollard-des-Ormeaux,2806
Dorval,803
Hampstead,390
Kirkland,761
Lachine,2943
LaSalle,5640
L'Île-Bizard–Sainte-Geneviève,1062
Mercier–Hochelaga-Maisonneuve,8684
Montréal-Est,272
Montréal-Nord,9023
Montréal-Ouest,186
Mont-Royal,1116
Outremont,1264
Pierrefonds–Roxboro,4203
Plateau-Mont-Royal,4700
Pointe-Claire,1071
Rivière-des-Prairies–Pointe-aux-Trembles,8917
Rosemont–La Petite Patrie,7021
Sainte-Anne-de-Bellevue,140
Saint-Laurent,8296
Saint-Léonard,7730
Senneville,23
Sud-Ouest,3913
Verdun,3142
Ville-Marie,4846
Villeray–Saint-Michel–Parc-Extension,11101
Westmount,735
Territoire à confirmer,1914
Total à Montréal,131847
