Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,353
Anjou,87
Baie-D'Urfé,5
Beaconsfield,13
Côte-des-Neiges–Notre-Dame-de-Grâce,559
Côte-Saint-Luc,267
Dollard-des-Ormeaux,73
Dorval,38
Hampstead,29
Kirkland,17
Lachine,87
LaSalle,324
L'Île-Bizard–Sainte-Geneviève,25
Mercier–Hochelaga-Maisonneuve,298
Montréal-Est,7
Montréal-Nord,326
Montréal-Ouest,5
Mont-Royal,47
Outremont,147
Pierrefonds–Roxboro,88
Plateau-Mont-Royal,248
Pointe-Claire,34
Rivière-des-Prairies–Pointe-aux-Trembles,253
Rosemont–La Petite Patrie,317
Sainte-Anne-de-Bellevue,5
Saint-Laurent,191
Saint-Léonard,184
Senneville,<5
Sud-Ouest,236
Verdun,198
Ville-Marie,205
Villeray–Saint-Michel–Parc-Extension,326
Westmount,60
Territoire à confirmer,1339
Total à Montréal,6393
