Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3130
Anjou,958
Baie-D'Urfé,36
Beaconsfield,99
Côte-des-Neiges–Notre-Dame-de-Grâce,3330
Côte-Saint-Luc,835
Dollard-des-Ormeaux,671
Dorval,300
Hampstead,117
Kirkland,187
Lachine,822
LaSalle,1617
L'Île-Bizard–Sainte-Geneviève,278
Mercier–Hochelaga-Maisonneuve,3166
Montréal-Est,60
Montréal-Nord,3353
Montréal-Ouest,41
Mont-Royal,446
Outremont,544
Pierrefonds–Roxboro,827
Plateau-Mont-Royal,1624
Pointe-Claire,274
Rivière-des-Prairies–Pointe-aux-Trembles,2851
Rosemont–La Petite Patrie,2370
Sainte-Anne-de-Bellevue,25
Saint-Laurent,1757
Saint-Léonard,1697
Senneville,<5
Sud-Ouest,1414
Verdun,1260
Ville-Marie,1689
Villeray–Saint-Michel–Parc-Extension,3246
Westmount,262
Territoire à confirmer,944
Total à Montréal,40233
