Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7551
Anjou,2472
Baie-D'Urfé,67
Beaconsfield,328
Côte-des-Neiges–Notre-Dame-de-Grâce,8359
Côte-Saint-Luc,1913
Dollard-des-Ormeaux,1919
Dorval,585
Hampstead,293
Kirkland,485
Lachine,2176
LaSalle,4024
L'Île-Bizard–Sainte-Geneviève,798
Mercier–Hochelaga-Maisonneuve,6434
Montréal-Est,200
Montréal-Nord,7049
Montréal-Ouest,118
Mont-Royal,843
Outremont,969
Pierrefonds–Roxboro,2849
Plateau-Mont-Royal,3304
Pointe-Claire,775
Rivière-des-Prairies–Pointe-aux-Trembles,6701
Rosemont–La Petite Patrie,5379
Sainte-Anne-de-Bellevue,106
Saint-Laurent,5261
Saint-Léonard,5494
Senneville,21
Sud-Ouest,2936
Verdun,2320
Ville-Marie,3608
Villeray–Saint-Michel–Parc-Extension,7904
Westmount,578
Territoire à confirmer,1580
Total à Montréal,95399
