Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9708
Anjou,3304
Baie-D'Urfé,82
Beaconsfield,425
Côte-des-Neiges–Notre-Dame-de-Grâce,11161
Côte-Saint-Luc,2625
Dollard-des-Ormeaux,2552
Dorval,760
Hampstead,366
Kirkland,667
Lachine,2813
LaSalle,5114
L'Île-Bizard–Sainte-Geneviève,1001
Mercier–Hochelaga-Maisonneuve,8249
Montréal-Est,259
Montréal-Nord,8500
Montréal-Ouest,166
Mont-Royal,1077
Outremont,1206
Pierrefonds–Roxboro,3851
Plateau-Mont-Royal,4236
Pointe-Claire,988
Rivière-des-Prairies–Pointe-aux-Trembles,8513
Rosemont–La Petite Patrie,6647
Sainte-Anne-de-Bellevue,131
Saint-Laurent,7501
Saint-Léonard,7328
Senneville,22
Sud-Ouest,3560
Verdun,2991
Ville-Marie,4399
Villeray–Saint-Michel–Parc-Extension,10186
Westmount,687
Territoire à confirmer,1827
Total à Montréal,122902
