Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2277
Anjou,680
Baie-D'Urfé,30
Beaconsfield,59
Côte-des-Neiges–Notre-Dame-de-Grâce,2161
Côte-Saint-Luc,514
Dollard-des-Ormeaux,413
Dorval,183
Hampstead,53
Kirkland,112
Lachine,614
LaSalle,1167
L'Île-Bizard–Sainte-Geneviève,210
Mercier–Hochelaga-Maisonneuve,2238
Montréal-Est,44
Montréal-Nord,2505
Montréal-Ouest,20
Mont-Royal,273
Outremont,264
Pierrefonds–Roxboro,530
Plateau-Mont-Royal,872
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2124
Rosemont–La Petite Patrie,1533
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1053
Saint-Léonard,1085
Senneville,<5
Sud-Ouest,895
Verdun,936
Ville-Marie,768
Villeray–Saint-Michel–Parc-Extension,2088
Westmount,183
Territoire à confirmer,631
Total à Montréal,26757
