Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3982
Anjou,1224
Baie-D'Urfé,43
Beaconsfield,149
Côte-des-Neiges–Notre-Dame-de-Grâce,4432
Côte-Saint-Luc,1219
Dollard-des-Ormeaux,933
Dorval,351
Hampstead,153
Kirkland,276
Lachine,1175
LaSalle,2287
L'Île-Bizard–Sainte-Geneviève,325
Mercier–Hochelaga-Maisonneuve,3843
Montréal-Est,84
Montréal-Nord,3991
Montréal-Ouest,59
Mont-Royal,566
Outremont,628
Pierrefonds–Roxboro,1225
Plateau-Mont-Royal,1922
Pointe-Claire,361
Rivière-des-Prairies–Pointe-aux-Trembles,3538
Rosemont–La Petite Patrie,3127
Sainte-Anne-de-Bellevue,48
Saint-Laurent,2583
Saint-Léonard,2336
Senneville,9
Sud-Ouest,1779
Verdun,1483
Ville-Marie,2067
Villeray–Saint-Michel–Parc-Extension,4235
Westmount,334
Territoire à confirmer,1081
Total à Montréal,51848
