Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10497
Anjou,3528
Baie-D'Urfé,95
Beaconsfield,482
Côte-des-Neiges–Notre-Dame-de-Grâce,11888
Côte-Saint-Luc,2810
Dollard-des-Ormeaux,2810
Dorval,810
Hampstead,392
Kirkland,766
Lachine,2953
LaSalle,5653
L'Île-Bizard–Sainte-Geneviève,1068
Mercier–Hochelaga-Maisonneuve,8778
Montréal-Est,273
Montréal-Nord,9080
Montréal-Ouest,187
Mont-Royal,1119
Outremont,1268
Pierrefonds–Roxboro,4238
Plateau-Mont-Royal,4718
Pointe-Claire,1074
Rivière-des-Prairies–Pointe-aux-Trembles,8969
Rosemont–La Petite Patrie,7058
Sainte-Anne-de-Bellevue,141
Saint-Laurent,8330
Saint-Léonard,7766
Senneville,23
Sud-Ouest,3949
Verdun,3159
Ville-Marie,4876
Villeray–Saint-Michel–Parc-Extension,11199
Westmount,738
Territoire à confirmer,1922
Total à Montréal,132617
