Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2500
Anjou,740
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2384
Côte-Saint-Luc,548
Dollard-des-Ormeaux,451
Dorval,204
Hampstead,61
Kirkland,138
Lachine,703
LaSalle,1303
L'Île-Bizard–Sainte-Geneviève,222
Mercier–Hochelaga-Maisonneuve,2493
Montréal-Est,49
Montréal-Nord,2661
Montréal-Ouest,32
Mont-Royal,292
Outremont,283
Pierrefonds–Roxboro,585
Plateau-Mont-Royal,1092
Pointe-Claire,244
Rivière-des-Prairies–Pointe-aux-Trembles,2251
Rosemont–La Petite Patrie,1775
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1174
Saint-Léonard,1207
Senneville,<5
Sud-Ouest,1051
Verdun,1033
Ville-Marie,1083
Villeray–Saint-Michel–Parc-Extension,2370
Westmount,198
Territoire à confirmer,655
Total à Montréal,29895
