Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1998
Anjou,594
Baie-D'Urfé,25
Beaconsfield,55
Côte-des-Neiges–Notre-Dame-de-Grâce,1924
Côte-Saint-Luc,480
Dollard-des-Ormeaux,370
Dorval,166
Hampstead,52
Kirkland,97
Lachine,519
LaSalle,1043
L'Île-Bizard–Sainte-Geneviève,180
Mercier–Hochelaga-Maisonneuve,2014
Montréal-Est,35
Montréal-Nord,2243
Montréal-Ouest,18
Mont-Royal,244
Outremont,243
Pierrefonds–Roxboro,483
Plateau-Mont-Royal,809
Pointe-Claire,190
Rivière-des-Prairies–Pointe-aux-Trembles,1913
Rosemont–La Petite Patrie,1370
Sainte-Anne-de-Bellevue,19
Saint-Laurent,924
Saint-Léonard,977
Senneville,<5
Sud-Ouest,818
Verdun,871
Ville-Marie,676
Villeray–Saint-Michel–Parc-Extension,1747
Westmount,165
Territoire à confirmer,853
Total à Montréal,24116
