Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7855
Anjou,2595
Baie-D'Urfé,67
Beaconsfield,336
Côte-des-Neiges–Notre-Dame-de-Grâce,8655
Côte-Saint-Luc,1960
Dollard-des-Ormeaux,1993
Dorval,608
Hampstead,297
Kirkland,499
Lachine,2288
LaSalle,4127
L'Île-Bizard–Sainte-Geneviève,807
Mercier–Hochelaga-Maisonneuve,6693
Montréal-Est,206
Montréal-Nord,7256
Montréal-Ouest,120
Mont-Royal,880
Outremont,990
Pierrefonds–Roxboro,2944
Plateau-Mont-Royal,3400
Pointe-Claire,793
Rivière-des-Prairies–Pointe-aux-Trembles,6965
Rosemont–La Petite Patrie,5529
Sainte-Anne-de-Bellevue,106
Saint-Laurent,5474
Saint-Léonard,5768
Senneville,21
Sud-Ouest,3002
Verdun,2379
Ville-Marie,3718
Villeray–Saint-Michel–Parc-Extension,8223
Westmount,590
Territoire à confirmer,1625
Total à Montréal,98769
