Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1229
Anjou,333
Baie-D'Urfé,6
Beaconsfield,29
Côte-des-Neiges–Notre-Dame-de-Grâce,1258
Côte-Saint-Luc,367
Dollard-des-Ormeaux,190
Dorval,103
Hampstead,39
Kirkland,54
Lachine,209
LaSalle,586
L'Île-Bizard–Sainte-Geneviève,88
Mercier–Hochelaga-Maisonneuve,1075
Montréal-Est,21
Montréal-Nord,1377
Montréal-Ouest,11
Mont-Royal,133
Outremont,196
Pierrefonds–Roxboro,201
Plateau-Mont-Royal,579
Pointe-Claire,87
Rivière-des-Prairies–Pointe-aux-Trembles,1079
Rosemont–La Petite Patrie,837
Sainte-Anne-de-Bellevue,12
Saint-Laurent,534
Saint-Léonard,600
Senneville,<5
Sud-Ouest,608
Verdun,635
Ville-Marie,366
Villeray–Saint-Michel–Parc-Extension,1047
Westmount,118
Territoire à confirmer,591
Total à Montréal,14599
