Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,5245
Anjou,1685
Baie-D'Urfé,55
Beaconsfield,236
Côte-des-Neiges–Notre-Dame-de-Grâce,5952
Côte-Saint-Luc,1516
Dollard-des-Ormeaux,1318
Dorval,461
Hampstead,195
Kirkland,364
Lachine,1528
LaSalle,2919
L'Île-Bizard–Sainte-Geneviève,529
Mercier–Hochelaga-Maisonneuve,4736
Montréal-Est,128
Montréal-Nord,5183
Montréal-Ouest,72
Mont-Royal,682
Outremont,777
Pierrefonds–Roxboro,1958
Plateau-Mont-Royal,2465
Pointe-Claire,585
Rivière-des-Prairies–Pointe-aux-Trembles,4755
Rosemont–La Petite Patrie,4021
Sainte-Anne-de-Bellevue,78
Saint-Laurent,3603
Saint-Léonard,3631
Senneville,19
Sud-Ouest,2226
Verdun,1796
Ville-Marie,2567
Villeray–Saint-Michel–Parc-Extension,5611
Westmount,445
Territoire à confirmer,1339
Total à Montréal,68680
