Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2448
Anjou,729
Baie-D'Urfé,31
Beaconsfield,63
Côte-des-Neiges–Notre-Dame-de-Grâce,2320
Côte-Saint-Luc,538
Dollard-des-Ormeaux,439
Dorval,204
Hampstead,59
Kirkland,123
Lachine,690
LaSalle,1279
L'Île-Bizard–Sainte-Geneviève,220
Mercier–Hochelaga-Maisonneuve,2459
Montréal-Est,46
Montréal-Nord,2636
Montréal-Ouest,28
Mont-Royal,280
Outremont,278
Pierrefonds–Roxboro,572
Plateau-Mont-Royal,1050
Pointe-Claire,234
Rivière-des-Prairies–Pointe-aux-Trembles,2220
Rosemont–La Petite Patrie,1728
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1140
Saint-Léonard,1169
Senneville,<5
Sud-Ouest,1005
Verdun,1010
Ville-Marie,1038
Villeray–Saint-Michel–Parc-Extension,2314
Westmount,194
Territoire à confirmer,681
Total à Montréal,29245
