Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1442
Anjou,398
Baie-D'Urfé,10
Beaconsfield,46
Côte-des-Neiges–Notre-Dame-de-Grâce,1478
Côte-Saint-Luc,390
Dollard-des-Ormeaux,271
Dorval,137
Hampstead,42
Kirkland,77
Lachine,378
LaSalle,888
L'Île-Bizard–Sainte-Geneviève,118
Mercier–Hochelaga-Maisonneuve,1341
Montréal-Est,24
Montréal-Nord,1615
Montréal-Ouest,14
Mont-Royal,202
Outremont,215
Pierrefonds–Roxboro,324
Plateau-Mont-Royal,649
Pointe-Claire,142
Rivière-des-Prairies–Pointe-aux-Trembles,1300
Rosemont–La Petite Patrie,978
Sainte-Anne-de-Bellevue,16
Saint-Laurent,645
Saint-Léonard,694
Senneville,<5
Sud-Ouest,694
Verdun,738
Ville-Marie,475
Villeray–Saint-Michel–Parc-Extension,1268
Westmount,143
Territoire à confirmer,765
Total à Montréal,17918
