Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7230
Anjou,2360
Baie-D'Urfé,67
Beaconsfield,312
Côte-des-Neiges–Notre-Dame-de-Grâce,8043
Côte-Saint-Luc,1870
Dollard-des-Ormeaux,1845
Dorval,575
Hampstead,283
Kirkland,476
Lachine,2108
LaSalle,3901
L'Île-Bizard–Sainte-Geneviève,780
Mercier–Hochelaga-Maisonneuve,6201
Montréal-Est,195
Montréal-Nord,6813
Montréal-Ouest,118
Mont-Royal,819
Outremont,946
Pierrefonds–Roxboro,2738
Plateau-Mont-Royal,3224
Pointe-Claire,762
Rivière-des-Prairies–Pointe-aux-Trembles,6382
Rosemont–La Petite Patrie,5220
Sainte-Anne-de-Bellevue,101
Saint-Laurent,4942
Saint-Léonard,5240
Senneville,21
Sud-Ouest,2863
Verdun,2252
Ville-Marie,3499
Villeray–Saint-Michel–Parc-Extension,7579
Westmount,549
Territoire à confirmer,1499
Total à Montréal,91813
