Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4664
Anjou,1465
Baie-D'Urfé,50
Beaconsfield,193
Côte-des-Neiges–Notre-Dame-de-Grâce,5308
Côte-Saint-Luc,1368
Dollard-des-Ormeaux,1117
Dorval,403
Hampstead,175
Kirkland,320
Lachine,1385
LaSalle,2598
L'Île-Bizard–Sainte-Geneviève,387
Mercier–Hochelaga-Maisonneuve,4276
Montréal-Est,101
Montréal-Nord,4680
Montréal-Ouest,67
Mont-Royal,629
Outremont,670
Pierrefonds–Roxboro,1623
Plateau-Mont-Royal,2138
Pointe-Claire,461
Rivière-des-Prairies–Pointe-aux-Trembles,4205
Rosemont–La Petite Patrie,3633
Sainte-Anne-de-Bellevue,68
Saint-Laurent,3112
Saint-Léonard,3025
Senneville,16
Sud-Ouest,2011
Verdun,1648
Ville-Marie,2326
Villeray–Saint-Michel–Parc-Extension,5000
Westmount,409
Territoire à confirmer,1178
Total à Montréal,60709
