Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1392
Anjou,379
Baie-D'Urfé,10
Beaconsfield,45
Côte-des-Neiges–Notre-Dame-de-Grâce,1448
Côte-Saint-Luc,388
Dollard-des-Ormeaux,270
Dorval,137
Hampstead,42
Kirkland,75
Lachine,354
LaSalle,869
L'Île-Bizard–Sainte-Geneviève,118
Mercier–Hochelaga-Maisonneuve,1288
Montréal-Est,23
Montréal-Nord,1544
Montréal-Ouest,14
Mont-Royal,197
Outremont,213
Pierrefonds–Roxboro,313
Plateau-Mont-Royal,631
Pointe-Claire,139
Rivière-des-Prairies–Pointe-aux-Trembles,1247
Rosemont–La Petite Patrie,958
Sainte-Anne-de-Bellevue,16
Saint-Laurent,627
Saint-Léonard,675
Senneville,<5
Sud-Ouest,688
Verdun,724
Ville-Marie,456
Villeray–Saint-Michel–Parc-Extension,1239
Westmount,139
Territoire à confirmer,783
Total à Montréal,17442
