Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,6470
Anjou,2075
Baie-D'Urfé,61
Beaconsfield,276
Côte-des-Neiges–Notre-Dame-de-Grâce,7239
Côte-Saint-Luc,1765
Dollard-des-Ormeaux,1641
Dorval,520
Hampstead,248
Kirkland,446
Lachine,1962
LaSalle,3553
L'Île-Bizard–Sainte-Geneviève,667
Mercier–Hochelaga-Maisonneuve,5688
Montréal-Est,168
Montréal-Nord,6159
Montréal-Ouest,102
Mont-Royal,776
Outremont,903
Pierrefonds–Roxboro,2450
Plateau-Mont-Royal,2948
Pointe-Claire,707
Rivière-des-Prairies–Pointe-aux-Trembles,5748
Rosemont–La Petite Patrie,4830
Sainte-Anne-de-Bellevue,92
Saint-Laurent,4440
Saint-Léonard,4655
Senneville,20
Sud-Ouest,2637
Verdun,2078
Ville-Marie,3117
Villeray–Saint-Michel–Parc-Extension,6846
Westmount,501
Territoire à confirmer,1422
Total à Montréal,83210
