Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2386
Anjou,713
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2245
Côte-Saint-Luc,522
Dollard-des-Ormeaux,427
Dorval,198
Hampstead,55
Kirkland,120
Lachine,650
LaSalle,1245
L'Île-Bizard–Sainte-Geneviève,214
Mercier–Hochelaga-Maisonneuve,2371
Montréal-Est,44
Montréal-Nord,2589
Montréal-Ouest,21
Mont-Royal,285
Outremont,272
Pierrefonds–Roxboro,556
Plateau-Mont-Royal,979
Pointe-Claire,226
Rivière-des-Prairies–Pointe-aux-Trembles,2199
Rosemont–La Petite Patrie,1652
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1100
Saint-Léonard,1137
Senneville,<5
Sud-Ouest,964
Verdun,982
Ville-Marie,943
Villeray–Saint-Michel–Parc-Extension,2241
Westmount,191
Territoire à confirmer,634
Total à Montréal,28274
