Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8946
Anjou,3083
Baie-D'Urfé,68
Beaconsfield,382
Côte-des-Neiges–Notre-Dame-de-Grâce,10241
Côte-Saint-Luc,2415
Dollard-des-Ormeaux,2297
Dorval,680
Hampstead,344
Kirkland,587
Lachine,2575
LaSalle,4684
L'Île-Bizard–Sainte-Geneviève,885
Mercier–Hochelaga-Maisonneuve,7631
Montréal-Est,238
Montréal-Nord,8173
Montréal-Ouest,136
Mont-Royal,986
Outremont,1137
Pierrefonds–Roxboro,3499
Plateau-Mont-Royal,3922
Pointe-Claire,912
Rivière-des-Prairies–Pointe-aux-Trembles,7971
Rosemont–La Petite Patrie,6169
Sainte-Anne-de-Bellevue,122
Saint-Laurent,6712
Saint-Léonard,6789
Senneville,22
Sud-Ouest,3299
Verdun,2772
Ville-Marie,4088
Villeray–Saint-Michel–Parc-Extension,9438
Westmount,638
Territoire à confirmer,1733
Total à Montréal,113574
