Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10076
Anjou,3409
Baie-D'Urfé,88
Beaconsfield,448
Côte-des-Neiges–Notre-Dame-de-Grâce,11497
Côte-Saint-Luc,2704
Dollard-des-Ormeaux,2702
Dorval,786
Hampstead,378
Kirkland,717
Lachine,2898
LaSalle,5403
L'Île-Bizard–Sainte-Geneviève,1043
Mercier–Hochelaga-Maisonneuve,8452
Montréal-Est,266
Montréal-Nord,8774
Montréal-Ouest,168
Mont-Royal,1104
Outremont,1247
Pierrefonds–Roxboro,4066
Plateau-Mont-Royal,4496
Pointe-Claire,1057
Rivière-des-Prairies–Pointe-aux-Trembles,8723
Rosemont–La Petite Patrie,6848
Sainte-Anne-de-Bellevue,135
Saint-Laurent,7980
Saint-Léonard,7544
Senneville,23
Sud-Ouest,3725
Verdun,3055
Ville-Marie,4582
Villeray–Saint-Michel–Parc-Extension,10636
Westmount,710
Territoire à confirmer,1873
Total à Montréal,127613
