Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8762
Anjou,2994
Baie-D'Urfé,67
Beaconsfield,371
Côte-des-Neiges–Notre-Dame-de-Grâce,9946
Côte-Saint-Luc,2330
Dollard-des-Ormeaux,2248
Dorval,674
Hampstead,328
Kirkland,560
Lachine,2532
LaSalle,4587
L'Île-Bizard–Sainte-Geneviève,872
Mercier–Hochelaga-Maisonneuve,7408
Montréal-Est,228
Montréal-Nord,8013
Montréal-Ouest,128
Mont-Royal,963
Outremont,1100
Pierrefonds–Roxboro,3393
Plateau-Mont-Royal,3835
Pointe-Claire,888
Rivière-des-Prairies–Pointe-aux-Trembles,7822
Rosemont–La Petite Patrie,6071
Sainte-Anne-de-Bellevue,118
Saint-Laurent,6510
Saint-Léonard,6651
Senneville,22
Sud-Ouest,3242
Verdun,2680
Ville-Marie,4012
Villeray–Saint-Michel–Parc-Extension,9260
Westmount,621
Territoire à confirmer,1714
Total à Montréal,110950
