Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8273
Anjou,2748
Baie-D'Urfé,67
Beaconsfield,357
Côte-des-Neiges–Notre-Dame-de-Grâce,9093
Côte-Saint-Luc,2070
Dollard-des-Ormeaux,2084
Dorval,642
Hampstead,312
Kirkland,522
Lachine,2432
LaSalle,4346
L'Île-Bizard–Sainte-Geneviève,838
Mercier–Hochelaga-Maisonneuve,7074
Montréal-Est,220
Montréal-Nord,7652
Montréal-Ouest,121
Mont-Royal,916
Outremont,1034
Pierrefonds–Roxboro,3141
Plateau-Mont-Royal,3614
Pointe-Claire,816
Rivière-des-Prairies–Pointe-aux-Trembles,7397
Rosemont–La Petite Patrie,5767
Sainte-Anne-de-Bellevue,111
Saint-Laurent,5914
Saint-Léonard,6278
Senneville,22
Sud-Ouest,3112
Verdun,2504
Ville-Marie,3843
Villeray–Saint-Michel–Parc-Extension,8721
Westmount,601
Territoire à confirmer,1670
Total à Montréal,104312
