Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3451
Anjou,1079
Baie-D'Urfé,42
Beaconsfield,125
Côte-des-Neiges–Notre-Dame-de-Grâce,3862
Côte-Saint-Luc,1054
Dollard-des-Ormeaux,816
Dorval,322
Hampstead,124
Kirkland,223
Lachine,988
LaSalle,1943
L'Île-Bizard–Sainte-Geneviève,291
Mercier–Hochelaga-Maisonneuve,3492
Montréal-Est,74
Montréal-Nord,3655
Montréal-Ouest,50
Mont-Royal,493
Outremont,583
Pierrefonds–Roxboro,1005
Plateau-Mont-Royal,1747
Pointe-Claire,311
Rivière-des-Prairies–Pointe-aux-Trembles,3136
Rosemont–La Petite Patrie,2739
Sainte-Anne-de-Bellevue,26
Saint-Laurent,2121
Saint-Léonard,1963
Senneville,8
Sud-Ouest,1582
Verdun,1370
Ville-Marie,1903
Villeray–Saint-Michel–Parc-Extension,3744
Westmount,286
Territoire à confirmer,1004
Total à Montréal,45612
