Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4240
Anjou,1299
Baie-D'Urfé,45
Beaconsfield,159
Côte-des-Neiges–Notre-Dame-de-Grâce,4770
Côte-Saint-Luc,1270
Dollard-des-Ormeaux,990
Dorval,373
Hampstead,160
Kirkland,286
Lachine,1266
LaSalle,2448
L'Île-Bizard–Sainte-Geneviève,344
Mercier–Hochelaga-Maisonneuve,4020
Montréal-Est,90
Montréal-Nord,4250
Montréal-Ouest,64
Mont-Royal,600
Outremont,645
Pierrefonds–Roxboro,1364
Plateau-Mont-Royal,1987
Pointe-Claire,398
Rivière-des-Prairies–Pointe-aux-Trembles,3780
Rosemont–La Petite Patrie,3323
Sainte-Anne-de-Bellevue,58
Saint-Laurent,2771
Saint-Léonard,2643
Senneville,9
Sud-Ouest,1870
Verdun,1555
Ville-Marie,2158
Villeray–Saint-Michel–Parc-Extension,4515
Westmount,383
Territoire à confirmer,1127
Total à Montréal,55260
