Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2500
Anjou,742
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2390
Côte-Saint-Luc,549
Dollard-des-Ormeaux,455
Dorval,204
Hampstead,61
Kirkland,139
Lachine,702
LaSalle,1310
L'Île-Bizard–Sainte-Geneviève,222
Mercier–Hochelaga-Maisonneuve,2499
Montréal-Est,48
Montréal-Nord,2662
Montréal-Ouest,32
Mont-Royal,294
Outremont,283
Pierrefonds–Roxboro,587
Plateau-Mont-Royal,1093
Pointe-Claire,244
Rivière-des-Prairies–Pointe-aux-Trembles,2257
Rosemont–La Petite Patrie,1782
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1178
Saint-Léonard,1208
Senneville,<5
Sud-Ouest,1056
Verdun,1038
Ville-Marie,1084
Villeray–Saint-Michel–Parc-Extension,2376
Westmount,198
Territoire à confirmer,655
Total à Montréal,29961
